Order Date,Region,Category,Sales,Profit
2025-05-19 01:31:22.277630,East,Technology,399.05,68.17
2024-12-24 01:31:22.277630,South,Office Supplies,274.41,-2.07
2024-06-28 01:31:22.277630,South,Furniture,392.31,28.58
2025-01-06 01:31:22.277630,South,Technology,217.93,60.04
2024-09-02 01:31:22.277630,East,Office Supplies,424.76,88.84
2024-10-02 01:31:22.277630,North,Furniture,92.17,-7.51
2025-02-05 01:31:22.277630,South,Technology,413.62,-38.57
2024-05-29 01:31:22.277630,East,Office Supplies,248.48,32.64
2024-12-28 01:31:22.277630,South,Office Supplies,378.08,36.93
2025-02-03 01:31:22.277630,West,Technology,135.4,9.94
2025-05-18 01:31:22.277630,South,Office Supplies,253.36,-31.14
2025-03-03 01:31:22.277630,East,Technology,371.74,-6.95
2024-12-17 01:31:22.277630,South,Technology,252.2,45.32
2024-06-08 01:31:22.277630,South,Office Supplies,239.89,38.81
2025-05-05 01:31:22.277630,West,Technology,409.12,-48.04
2024-07-05 01:31:22.277630,West,Technology,97.93,1.32
2024-11-19 01:31:22.277630,East,Furniture,248.05,5.3
2024-07-26 01:31:22.277630,North,Technology,414.74,22.52
2025-05-11 01:31:22.277630,North,Office Supplies,425.72,13.02
2025-01-10 01:31:22.277630,North,Technology,76.77,3.9
2025-01-20 01:31:22.277630,North,Office Supplies,428.07,88.43
2024-07-15 01:31:22.277630,East,Furniture,25.83,-0.14
2024-08-28 01:31:22.277630,East,Office Supplies,430.67,32.74
2025-01-01 01:31:22.277630,West,Technology,147.09,15.21
2025-01-10 01:31:22.277630,West,Office Supplies,297.52,80.67
2025-01-16 01:31:22.277630,North,Furniture,24.62,3.14
2024-10-14 01:31:22.277630,West,Furniture,371.12,-49.97
2024-11-11 01:31:22.277630,East,Furniture,227.15,20.72
2024-06-22 01:31:22.277630,North,Office Supplies,425.98,55.79
2024-06-29 01:31:22.277630,South,Office Supplies,286.65,-55.97
2024-06-06 01:31:22.277630,South,Office Supplies,420.64,-68.29
2024-10-31 01:31:22.277630,South,Furniture,313.6,-59.74
2025-04-16 01:31:22.277630,West,Office Supplies,378.02,-66.48
2024-11-27 01:31:22.277630,North,Furniture,379.03,-58.81
2025-01-22 01:31:22.277630,South,Furniture,138.4,38.6
2024-08-18 01:31:22.277630,North,Technology,297.08,-28.71
2025-03-04 01:31:22.277630,East,Technology,439.45,-42.94
2024-07-29 01:31:22.277630,South,Furniture,441.86,101.06
2024-11-10 01:31:22.277630,South,Furniture,204.66,36.1
2024-07-08 01:31:22.277630,South,Furniture,175.95,24.26
2024-07-25 01:31:22.277630,East,Technology,333.9,3.63
2024-10-05 01:31:22.277630,North,Furniture,393.68,-72.6
2025-03-04 01:31:22.277630,South,Technology,37.03,7.9
2024-06-21 01:31:22.277630,South,Technology,64.85,14.94
2024-09-09 01:31:22.277630,North,Office Supplies,393.79,16.1
2024-07-07 01:31:22.277630,West,Office Supplies,229.66,28.12
2025-04-29 01:31:22.277630,West,Office Supplies,340.47,13.22
2025-03-06 01:31:22.277630,South,Technology,413.77,-21.48
2025-04-20 01:31:22.277630,South,Furniture,383.27,26.89
2024-09-29 01:31:22.277630,West,Office Supplies,408.66,58.97
2025-05-07 01:31:22.277630,West,Technology,266.66,-32.72
2025-01-10 01:31:22.277630,South,Furniture,95.73,6.26
2024-11-30 01:31:22.277630,North,Office Supplies,247.28,46.48
2025-01-04 01:31:22.277630,West,Technology,482.38,18.23
2025-03-03 01:31:22.277630,South,Office Supplies,166.62,-20.25
2024-09-22 01:31:22.277630,East,Office Supplies,221.25,51.96
2024-09-17 01:31:22.277630,North,Technology,387.41,53.05
2025-01-12 01:31:22.277630,South,Office Supplies,56.47,6.57
2025-02-07 01:31:22.277630,East,Technology,383.38,48.24
2025-05-18 01:31:22.277630,West,Technology,151.62,-11.75
2024-12-08 01:31:22.277630,East,Office Supplies,148.32,6.85
2024-10-08 01:31:22.277630,East,Furniture,299.56,-11.09
2025-04-07 01:31:22.277630,East,Furniture,142.54,30.9
2024-11-05 01:31:22.277630,West,Furniture,327.75,30.93
2025-01-04 01:31:22.277630,East,Technology,456.25,72.38
2025-03-27 01:31:22.277630,West,Office Supplies,214.22,27.88
2025-01-13 01:31:22.277630,South,Furniture,472.91,19.8
2024-11-12 01:31:22.277630,East,Office Supplies,472.29,95.6
2024-10-23 01:31:22.277630,North,Furniture,119.63,12.88
2025-04-04 01:31:22.277630,South,Furniture,227.26,-19.68
2024-10-31 01:31:22.277630,West,Office Supplies,495.25,-27.05
2024-08-28 01:31:22.277630,South,Office Supplies,81.68,17.44
2025-01-12 01:31:22.277630,East,Office Supplies,248.17,67.16
2024-11-20 01:31:22.277630,West,Office Supplies,227.3,16.82
2024-09-14 01:31:22.277630,East,Furniture,408.8,-2.96
2025-04-07 01:31:22.277630,South,Office Supplies,97.8,11.0
2024-07-15 01:31:22.277630,North,Technology,126.32,5.27
2025-02-16 01:31:22.277630,South,Furniture,104.27,23.03
2025-03-15 01:31:22.277630,South,Technology,99.98,21.65
2024-09-14 01:31:22.277630,East,Furniture,143.74,4.04
2024-09-02 01:31:22.277630,North,Furniture,273.55,55.34
2024-09-14 01:31:22.277630,East,Technology,359.31,-37.2
2024-08-13 01:31:22.277630,East,Furniture,202.55,-2.64
2024-11-27 01:31:22.277630,East,Technology,234.19,-37.52
2024-09-14 01:31:22.277630,West,Furniture,400.35,81.63
2024-05-26 01:31:22.277630,East,Office Supplies,272.1,78.26
2024-10-01 01:31:22.277630,North,Furniture,303.09,26.79
2024-12-30 01:31:22.277630,East,Technology,268.63,49.23
2024-07-17 01:31:22.277630,East,Office Supplies,399.07,0.32
2025-05-02 01:31:22.277630,North,Office Supplies,108.07,8.73
2025-01-03 01:31:22.277630,South,Office Supplies,491.0,-12.92
2025-01-04 01:31:22.277630,East,Office Supplies,442.13,65.62
2024-09-27 01:31:22.277630,South,Furniture,212.12,-16.31
2024-10-01 01:31:22.277630,East,Technology,219.24,-27.05
2024-07-16 01:31:22.277630,East,Office Supplies,427.52,106.57
2024-11-12 01:31:22.277630,West,Technology,233.87,54.29
2024-12-28 01:31:22.277630,North,Technology,263.92,57.4
2024-10-31 01:31:22.277630,North,Office Supplies,378.07,79.69
2024-12-08 01:31:22.277630,South,Technology,206.24,33.98
2025-01-26 01:31:22.277630,West,Technology,237.93,56.48
2025-04-13 01:31:22.277630,East,Technology,37.82,-3.59
2024-12-13 01:31:22.277630,West,Technology,83.93,19.74
2024-11-24 01:31:22.277630,North,Furniture,240.16,62.18
2024-09-24 01:31:22.277630,East,Furniture,41.92,6.62
2025-02-03 01:31:22.277630,East,Furniture,167.37,16.68
2025-03-14 01:31:22.277630,South,Technology,229.88,-18.84
2025-02-28 01:31:22.277630,West,Furniture,68.78,16.03
2025-04-14 01:31:22.277630,East,Office Supplies,51.36,4.54
2024-08-30 01:31:22.277630,North,Technology,27.81,2.93
2024-12-08 01:31:22.277630,South,Furniture,252.95,26.12
2025-01-19 01:31:22.277630,North,Furniture,90.48,21.12
2024-10-15 01:31:22.277630,South,Technology,350.53,-46.1
2024-08-29 01:31:22.277630,West,Technology,256.61,-43.41
2024-12-11 01:31:22.277630,South,Technology,29.09,-2.56
2024-09-25 01:31:22.277630,West,Office Supplies,48.34,2.22
2024-11-27 01:31:22.277630,West,Furniture,460.54,15.98
2025-04-15 01:31:22.277630,East,Office Supplies,79.68,4.46
2025-05-08 01:31:22.277630,West,Furniture,383.52,-54.78
2025-02-07 01:31:22.277630,South,Technology,138.21,27.15
2024-10-19 01:31:22.277630,South,Furniture,174.35,-8.53
2025-01-31 01:31:22.277630,East,Technology,31.9,8.19
2025-05-05 01:31:22.277630,South,Furniture,286.95,63.12
2024-10-18 01:31:22.277630,West,Office Supplies,244.18,-41.09
2024-10-19 01:31:22.277630,South,Furniture,377.58,-65.4
2025-05-11 01:31:22.277630,North,Technology,454.73,52.06
2024-12-09 01:31:22.277630,North,Office Supplies,282.9,-45.65
2025-03-28 01:31:22.277630,East,Office Supplies,477.09,40.99
2024-09-29 01:31:22.277630,West,Furniture,91.11,-14.62
2024-07-02 01:31:22.277630,South,Furniture,185.43,7.36
2025-04-27 01:31:22.277630,East,Office Supplies,418.32,4.0
2025-05-19 01:31:22.277630,East,Furniture,285.59,27.26
2024-09-30 01:31:22.277630,West,Technology,282.55,-6.19
2025-02-15 01:31:22.277630,East,Technology,240.99,-31.32
2024-10-22 01:31:22.277630,North,Furniture,28.96,6.4
2025-03-18 01:31:22.277630,East,Office Supplies,58.56,-2.95
2024-08-31 01:31:22.277630,South,Furniture,62.97,-10.47
2025-02-11 01:31:22.277630,North,Office Supplies,110.94,5.58
2025-01-31 01:31:22.277630,North,Office Supplies,65.25,15.58
2024-10-15 01:31:22.277630,North,Technology,71.17,-4.24
2025-05-05 01:31:22.277630,South,Furniture,325.71,8.27
2024-09-13 01:31:22.277630,West,Office Supplies,76.81,0.1
2024-07-23 01:31:22.277630,East,Office Supplies,243.22,-42.76
2024-05-26 01:31:22.277630,East,Office Supplies,50.3,11.78
2025-03-24 01:31:22.277630,North,Office Supplies,149.32,26.79
2025-02-02 01:31:22.277630,North,Technology,463.69,-70.53
2024-10-11 01:31:22.277630,East,Technology,34.88,-4.67
2024-06-30 01:31:22.277630,South,Technology,440.94,-85.86
2024-10-31 01:31:22.277630,North,Technology,384.61,112.64
2024-06-02 01:31:22.277630,North,Technology,462.04,3.74
2025-01-12 01:31:22.277630,South,Furniture,397.7,105.47
2024-08-31 01:31:22.277630,West,Furniture,416.57,4.2
2024-10-18 01:31:22.277630,North,Technology,71.71,-10.62
2025-03-24 01:31:22.277630,West,Office Supplies,421.06,-11.93
2024-12-18 01:31:22.277630,South,Office Supplies,249.02,2.27
2024-10-02 01:31:22.277630,East,Furniture,188.76,-21.08
2024-10-23 01:31:22.277630,East,Furniture,93.85,-16.26
2024-07-17 01:31:22.277630,West,Furniture,20.32,-0.85
2024-09-21 01:31:22.277630,North,Technology,328.46,22.88
2024-11-01 01:31:22.277630,East,Office Supplies,368.49,-26.66
2024-09-17 01:31:22.277630,South,Office Supplies,206.28,57.62
2024-08-07 01:31:22.277630,North,Furniture,98.84,4.02
2024-09-14 01:31:22.277630,West,Furniture,89.39,-12.06
2024-09-05 01:31:22.277630,West,Furniture,100.75,0.68
2025-04-29 01:31:22.277630,West,Furniture,46.98,7.23
2025-02-02 01:31:22.277630,West,Technology,192.63,8.39
2025-01-06 01:31:22.277630,South,Office Supplies,315.76,-10.86
2024-09-13 01:31:22.277630,East,Technology,234.61,-34.45
2024-08-31 01:31:22.277630,West,Office Supplies,80.23,2.39
2024-10-24 01:31:22.277630,East,Technology,411.75,-62.3
2025-05-08 01:31:22.277630,East,Office Supplies,157.79,-2.3
2025-04-27 01:31:22.277630,West,Technology,309.29,-43.88
2024-12-04 01:31:22.277630,North,Office Supplies,137.93,19.05
2025-03-30 01:31:22.277630,West,Technology,305.6,56.93
2024-11-03 01:31:22.277630,South,Office Supplies,82.24,-6.44
2024-12-18 01:31:22.277630,North,Furniture,334.64,-54.43
2024-11-09 01:31:22.277630,West,Office Supplies,295.12,-7.82
2024-11-01 01:31:22.277630,East,Office Supplies,269.26,21.61
2024-07-31 01:31:22.277630,East,Technology,124.2,22.85
2025-03-09 01:31:22.277630,North,Furniture,274.0,0.4
2025-02-25 01:31:22.277630,South,Technology,450.61,-7.67
2025-03-24 01:31:22.277630,East,Office Supplies,80.13,20.37
2024-10-06 01:31:22.277630,South,Office Supplies,357.79,8.89
2024-12-05 01:31:22.277630,East,Office Supplies,74.58,1.76
2024-09-29 01:31:22.277630,North,Office Supplies,182.31,0.91
2024-06-26 01:31:22.277630,West,Technology,348.24,-6.4
2024-11-16 01:31:22.277630,East,Furniture,288.91,47.45
2024-06-15 01:31:22.277630,North,Office Supplies,345.57,-20.43
2025-01-17 01:31:22.277630,North,Technology,482.41,-5.12
2024-10-29 01:31:22.277630,West,Technology,485.41,-28.57
2024-07-01 01:31:22.277630,West,Technology,459.14,39.1
2025-01-09 01:31:22.277630,North,Technology,257.52,72.16
2025-05-24 01:31:22.277630,East,Technology,183.7,-0.89
2024-07-14 01:31:22.277630,South,Office Supplies,154.2,43.81
2025-02-12 01:31:22.277630,South,Office Supplies,296.33,38.03
2025-03-03 01:31:22.277630,West,Furniture,237.72,47.0
2024-06-20 01:31:22.277630,East,Furniture,497.37,-16.66
2025-01-05 01:31:22.277630,North,Furniture,277.08,-24.32
2025-02-25 01:31:22.277630,South,Furniture,177.91,15.73
2025-03-06 01:31:22.277630,South,Technology,325.26,96.07
2024-08-29 01:31:22.277630,East,Technology,40.98,6.36
2025-03-04 01:31:22.277630,North,Technology,73.18,10.3
2025-04-06 01:31:22.277630,West,Technology,338.56,8.48
2025-03-24 01:31:22.277630,South,Technology,79.2,18.99
2024-10-18 01:31:22.277630,East,Technology,382.6,56.81
2024-05-28 01:31:22.277630,West,Technology,49.72,6.83
2024-06-28 01:31:22.277630,East,Technology,305.07,-16.39
2024-12-02 01:31:22.277630,North,Furniture,345.67,96.4
2024-07-12 01:31:22.277630,East,Office Supplies,394.21,-29.49
2024-06-10 01:31:22.277630,West,Furniture,445.14,27.53
2024-11-12 01:31:22.277630,North,Technology,169.87,-5.13
2024-12-30 01:31:22.277630,South,Technology,365.2,-40.03
2024-10-29 01:31:22.277630,West,Technology,58.75,-7.52
2024-07-09 01:31:22.277630,East,Office Supplies,418.3,-22.4
2024-05-30 01:31:22.277630,South,Technology,447.31,64.63
2024-08-31 01:31:22.277630,North,Technology,379.36,109.02
2025-01-12 01:31:22.277630,West,Furniture,155.04,35.14
2024-06-30 01:31:22.277630,North,Furniture,49.92,-4.54
2025-02-28 01:31:22.277630,North,Technology,222.37,-35.76
2025-05-08 01:31:22.277630,East,Office Supplies,149.91,21.49
2025-03-22 01:31:22.277630,East,Office Supplies,274.49,-50.78
2024-11-21 01:31:22.277630,East,Furniture,209.05,47.99
2024-08-27 01:31:22.277630,South,Furniture,85.27,18.14
2024-08-31 01:31:22.277630,South,Office Supplies,421.61,82.99
2024-11-28 01:31:22.277630,East,Furniture,435.04,33.15
2024-09-17 01:31:22.277630,South,Technology,410.31,117.66
2024-12-01 01:31:22.277630,West,Technology,120.97,3.53
2025-02-01 01:31:22.277630,North,Technology,225.68,66.18
2024-11-01 01:31:22.277630,East,Technology,102.3,24.65
2025-02-04 01:31:22.277630,North,Furniture,339.3,-46.39
2025-04-12 01:31:22.277630,North,Technology,406.39,100.56
2024-09-29 01:31:22.277630,North,Technology,299.14,-14.23
2024-06-11 01:31:22.277630,West,Technology,282.13,51.95
2025-03-01 01:31:22.277630,West,Technology,363.19,-72.6
2025-01-02 01:31:22.277630,South,Office Supplies,74.51,-4.63
2024-07-17 01:31:22.277630,North,Technology,138.88,24.89
2024-07-21 01:31:22.277630,South,Furniture,170.57,48.81
2025-04-12 01:31:22.277630,North,Technology,275.6,-31.56
2025-05-19 01:31:22.277630,East,Office Supplies,488.49,14.51
2024-11-14 01:31:22.277630,North,Technology,434.25,40.64
2025-02-28 01:31:22.277630,North,Furniture,138.58,38.29
2024-09-15 01:31:22.277630,West,Furniture,131.83,3.51
2025-03-08 01:31:22.277630,East,Office Supplies,229.11,61.12
2025-05-01 01:31:22.277630,South,Furniture,487.83,141.03
2024-10-22 01:31:22.277630,East,Furniture,93.18,25.23
2024-09-28 01:31:22.277630,West,Furniture,479.33,83.58
2024-10-26 01:31:22.277630,West,Office Supplies,111.4,-15.25
2025-02-21 01:31:22.277630,North,Office Supplies,445.49,45.09
2024-09-05 01:31:22.277630,West,Office Supplies,418.54,73.98
2025-03-19 01:31:22.277630,West,Office Supplies,443.51,123.05
2025-01-25 01:31:22.277630,North,Office Supplies,448.05,84.67
2024-11-16 01:31:22.277630,West,Office Supplies,124.71,8.66
2024-07-02 01:31:22.277630,West,Office Supplies,393.78,-38.36
2024-11-10 01:31:22.277630,South,Office Supplies,347.39,9.91
2025-01-26 01:31:22.277630,North,Office Supplies,441.88,52.65
2024-06-19 01:31:22.277630,North,Technology,255.35,-9.63
2025-05-14 01:31:22.277630,South,Office Supplies,218.46,6.17
2025-03-26 01:31:22.277630,South,Technology,368.59,-70.52
2024-06-06 01:31:22.277630,South,Office Supplies,149.52,35.81
2025-04-05 01:31:22.277630,South,Office Supplies,413.63,-75.54
2025-04-02 01:31:22.277630,North,Office Supplies,157.27,0.73
2024-06-29 01:31:22.277630,South,Technology,40.74,2.26
2024-11-13 01:31:22.277630,South,Technology,284.71,81.49
2024-06-13 01:31:22.277630,West,Office Supplies,421.27,112.72
2025-04-10 01:31:22.277630,North,Office Supplies,351.43,43.29
2025-02-12 01:31:22.277630,South,Technology,494.86,45.54
2024-10-13 01:31:22.277630,West,Office Supplies,87.55,-1.46
2024-10-14 01:31:22.277630,North,Office Supplies,185.39,-33.27
2024-08-24 01:31:22.277630,South,Technology,202.37,-13.39
2025-05-13 01:31:22.277630,South,Technology,47.91,10.73
2025-04-11 01:31:22.277630,West,Technology,40.64,5.04
2025-03-08 01:31:22.277630,East,Office Supplies,34.13,7.07
2024-12-25 01:31:22.277630,North,Technology,216.26,47.25
2025-05-01 01:31:22.277630,West,Office Supplies,425.49,-71.86
2024-07-14 01:31:22.277630,South,Furniture,360.63,-11.33
2024-10-24 01:31:22.277630,East,Furniture,234.45,32.35
2024-11-26 01:31:22.277630,East,Office Supplies,146.73,33.24
2024-07-26 01:31:22.277630,West,Office Supplies,27.47,5.51
2024-11-30 01:31:22.277630,West,Technology,104.18,1.15
2024-09-26 01:31:22.277630,West,Office Supplies,205.85,54.77
2024-10-21 01:31:22.277630,North,Office Supplies,197.82,-9.82
2025-04-03 01:31:22.277630,East,Technology,144.49,-1.75
2024-07-21 01:31:22.277630,North,Office Supplies,498.62,-54.49
2025-05-01 01:31:22.277630,East,Furniture,234.74,-20.31
2025-03-25 01:31:22.277630,North,Office Supplies,148.56,-29.06
2024-11-20 01:31:22.277630,West,Technology,215.39,-9.86
2024-11-10 01:31:22.277630,South,Office Supplies,154.12,-7.2
2025-04-15 01:31:22.277630,West,Office Supplies,189.0,-31.44
2025-02-19 01:31:22.277630,North,Office Supplies,80.42,-2.39
2024-07-17 01:31:22.277630,West,Furniture,20.41,-1.01
2024-09-02 01:31:22.277630,East,Technology,255.98,51.07
2025-02-12 01:31:22.277630,North,Furniture,254.79,-31.05
2024-07-16 01:31:22.277630,West,Furniture,95.34,15.5
2024-07-23 01:31:22.277630,West,Technology,419.69,-56.66
2024-09-09 01:31:22.277630,South,Technology,112.07,5.39
2024-05-29 01:31:22.277630,South,Furniture,389.69,65.54
2024-09-04 01:31:22.277630,West,Furniture,111.33,11.49
2024-12-06 01:31:22.277630,East,Office Supplies,155.01,19.06
2025-02-10 01:31:22.277630,East,Technology,149.55,-14.48
2025-05-24 01:31:22.277630,East,Furniture,130.2,27.82
2025-05-09 01:31:22.277630,West,Office Supplies,477.24,131.75
2024-07-10 01:31:22.277630,South,Furniture,146.46,-17.99
2025-05-14 01:31:22.277630,West,Furniture,252.78,61.71
2025-03-31 01:31:22.277630,South,Technology,372.88,-0.43
2025-03-28 01:31:22.277630,East,Furniture,173.18,25.88
2024-10-15 01:31:22.277630,South,Technology,25.62,1.37
2025-02-17 01:31:22.277630,West,Furniture,385.61,75.84
2024-09-25 01:31:22.277630,West,Office Supplies,156.34,-27.73
2024-09-07 01:31:22.277630,West,Technology,439.13,-16.76
2024-10-29 01:31:22.277630,South,Technology,255.75,-45.08
2024-10-18 01:31:22.277630,East,Office Supplies,319.72,86.6
2024-10-16 01:31:22.277630,West,Technology,476.46,-54.76
2024-09-21 01:31:22.277630,West,Office Supplies,437.58,5.37
2025-04-08 01:31:22.277630,South,Technology,400.47,48.35
2025-02-23 01:31:22.277630,East,Technology,274.75,8.45
2024-08-24 01:31:22.277630,South,Technology,101.26,6.91
2024-07-21 01:31:22.277630,North,Technology,423.7,-41.52
2025-05-05 01:31:22.277630,North,Furniture,65.09,-10.84
2025-01-08 01:31:22.277630,West,Furniture,445.98,-31.8
